Thread   Start(us)  B/E     Dur(us)  Name/Detail
   259  2171402896  END          12  (A) SymbolTableAnalysis
   259  2171463018  END       62033  CheckLifetimes
   259  2172846829  BEG        3474  AnnotateKernels
   259  2172850303  END        3474  AnnotateKernels
   259  2172850306  BEG         650  VerifyKernels
   259  2172850956  END         650  VerifyKernels
   259  2172850957  BEG        5411  LowerSemanticCF
   259  2172856369  END        5411  LowerSemanticCF
   259  2172856372  BEG       73372  CheckLifetimes
   259  2172858581  BEG          15  (A) SymbolTableAnalysis
   259  2172858596  END          15  (A) SymbolTableAnalysis
   259  2172929744  END       73372  CheckLifetimes
   259  2175010124  BEG        2805  AnnotateKernels
   259  2175012930  END        2805  AnnotateKernels
   259  2175012932  BEG         594  VerifyKernels
   259  2175013527  END         594  VerifyKernels
   259  2175013527  BEG        4707  LowerSemanticCF
   259  2175018234  END        4707  LowerSemanticCF
   259  2175018236  BEG       67007  CheckLifetimes
   259  2175020070  BEG          13  (A) SymbolTableAnalysis
   259  2175020083  END          13  (A) SymbolTableAnalysis
   259  2175085244  END       67007  CheckLifetimes
   259  2176365646  BEG        3073  AnnotateKernels
   259  2176368719  END        3073  AnnotateKernels
   259  2176368720  BEG         699  VerifyKernels
   259  2176369420  END         699  VerifyKernels
   259  2176369420  BEG        5212  LowerSemanticCF
   259  2176374633  END        5212  LowerSemanticCF
   259  2176374636  BEG       65641  CheckLifetimes
   259  2176376786  BEG          14  (A) SymbolTableAnalysis
   259  2176376800  END          14  (A) SymbolTableAnalysis
   259  2176440278  END       65641  CheckLifetimes
   259  2184918465  BEG        2903  AnnotateKernels
   259  2184921368  END        2903  AnnotateKernels
   259  2184921369  BEG         740  VerifyKernels
   259  2184922110  END         740  VerifyKernels
   259  2184922111  BEG        4846  LowerSemanticCF
   259  2184926958  END        4846  LowerSemanticCF
   259  2184926961  BEG       62382  CheckLifetimes
   259  2184928926  BEG          11  (A) SymbolTableAnalysis
   259  2184928938  END          11  (A) SymbolTableAnalysis
   259  2184989344  END       62382  CheckLifetimes
   259  2186191950  BEG        2784  AnnotateKernels
   259  2186194735  END        2784  AnnotateKernels
   259  2186194735  BEG         571  VerifyKernels
   259  2186195307  END         571  VerifyKernels
   259  2186195308  BEG        4727  LowerSemanticCF
   259  2186200035  END        4727  LowerSemanticCF
   259  2186200038  BEG       59432  CheckLifetimes
   259  2186201906  BEG          12  (A) SymbolTableAnalysis
   259  2186201919  END          12  (A) SymbolTableAnalysis
   259  2186259471  END       59432  CheckLifetimes
   259  2193207732  BEG        2891  AnnotateKernels
   259  2193210623  END        2891  AnnotateKernels
   259  2193210624  BEG         592  VerifyKernels
   259  2193211216  END         592  VerifyKernels
   259  2193211217  BEG        5562  LowerSemanticCF
   259  2193216779  END        5562  LowerSemanticCF
   259  2193216782  BEG       59911  CheckLifetimes
   259  2193219412  BEG          13  (A) SymbolTableAnalysis
   259  2193219426  END          13  (A) SymbolTableAnalysis
   259  2193276693  END       59911  CheckLifetimes
   259  2194688964  BEG        3215  AnnotateKernels
   259  2194692179  END        3215  AnnotateKernels
   259  2194692181  BEG         767  VerifyKernels
   259  2194692948  END         767  VerifyKernels
   259  2194692952  BEG        5200  LowerSemanticCF
   259  2194698153  END        5200  LowerSemanticCF
   259  2194698155  BEG       80712  CheckLifetimes
   259  2194700621  BEG          17  (A) SymbolTableAnalysis
   259  2194700638  END          17  (A) SymbolTableAnalysis
   259  2194778868  END       80712  CheckLifetimes
   259  2217928870  BEG        2711  AnnotateKernels
   259  2217931581  END        2711  AnnotateKernels
   259  2217931585  BEG         592  VerifyKernels
   259  2217932178  END         592  VerifyKernels
   259  2217932180  BEG        5095  LowerSemanticCF
   259  2217937276  END        5095  LowerSemanticCF
   259  2217937279  BEG       50284  CheckLifetimes
   259  2217939140  BEG          12  (A) SymbolTableAnalysis
   259  2217939152  END          12  (A) SymbolTableAnalysis
   259  2217987563  END       50284  CheckLifetimes
   259  2219181678  BEG        2456  AnnotateKernels
   259  2219184134  END        2456  AnnotateKernels
   259  2219184135  BEG         566  VerifyKernels
   259  2219184702  END         566  VerifyKernels
   259  2219184702  BEG        4139  LowerSemanticCF
   259  2219188842  END        4139  LowerSemanticCF
   259  2219188843  BEG       48832  CheckLifetimes
   259  2219190574  BEG          10  (A) SymbolTableAnalysis
   259  2219190585  END          10  (A) SymbolTableAnalysis
   259  2219237676  END       48832  CheckLifetimes
   259  2220298014  BEG        2473  AnnotateKernels
   259  2220300488  END        2473  AnnotateKernels
   259  2220300489  BEG         501  VerifyKernels
   259  2220300990  END         501  VerifyKernels
   259  2220300991  BEG        4014  LowerSemanticCF
   259  2220305005  END        4014  LowerSemanticCF
   259  2220305007  BEG       52989  CheckLifetimes
   259  2220306763  BEG          11  (A) SymbolTableAnalysis
   259  2220306775  END          11  (A) SymbolTableAnalysis
   259  2220357996  END       52989  CheckLifetimes
   259  2221306142  BEG        2560  AnnotateKernels
   259  2221308703  END        2560  AnnotateKernels
   259  2221308704  BEG         526  VerifyKernels
   259  2221309230  END         526  VerifyKernels
   259  2221309231  BEG        3995  LowerSemanticCF
   259  2221313226  END        3995  LowerSemanticCF
   259  2221313228  BEG       50347  CheckLifetimes
   259  2221315043  BEG          13  (A) SymbolTableAnalysis
   259  2221315056  END          13  (A) SymbolTableAnalysis
   259  2221363575  END       50347  CheckLifetimes
   259  2222343961  BEG        2747  AnnotateKernels
   259  2222346708  END        2747  AnnotateKernels
   259  2222346711  BEG         552  VerifyKernels
   259  2222347264  END         552  VerifyKernels
   259  2222347264  BEG        4749  LowerSemanticCF
   259  2222352014  END        4749  LowerSemanticCF
   259  2222352016  BEG       54524  CheckLifetimes
   259  2222353978  BEG          14  (A) SymbolTableAnalysis
   259  2222353992  END          14  (A) SymbolTableAnalysis
   259  2222406541  END       54524  CheckLifetimes
   259  2223656153  BEG        3057  AnnotateKernels
   259  2223659210  END        3057  AnnotateKernels
   259  2223659212  BEG         682  VerifyKernels
   259  2223659894  END         682  VerifyKernels
   259  2223659895  BEG        5825  LowerSemanticCF
   259  2223665720  END        5825  LowerSemanticCF
   259  2223665724  BEG       56898  CheckLifetimes
   259  2223668170  BEG          16  (A) SymbolTableAnalysis
   259  2223668186  END          16  (A) SymbolTableAnalysis
   259  2223722622  END       56898  CheckLifetimes
   259  2224994405  BEG        2415  AnnotateKernels
   259  2224996820  END        2415  AnnotateKernels
   259  2224996821  BEG         493  VerifyKernels
   259  2224997314  END         493  VerifyKernels
   259  2224997315  BEG        4166  LowerSemanticCF
   259  2225001481  END        4166  LowerSemanticCF
   259  2225001484  BEG       51037  CheckLifetimes
   259  2225003174  BEG          13  (A) SymbolTableAnalysis
   259  2225003187  END          13  (A) SymbolTableAnalysis
   259  2225052522  END       51037  CheckLifetimes
   259  2226075354  BEG        2708  AnnotateKernels
   259  2226078063  END        2708  AnnotateKernels
   259  2226078065  BEG         589  VerifyKernels
   259  2226078655  END         589  VerifyKernels
   259  2226078655  BEG        4930  LowerSemanticCF
   259  2226083586  END        4930  LowerSemanticCF
   259  2226083589  BEG       54978  CheckLifetimes
   259  2226085546  BEG          12  (A) SymbolTableAnalysis
   259  2226085559  END          12  (A) SymbolTableAnalysis
   259  2226138567  END       54978  CheckLifetimes
   259  2234849452  BEG        2132  AnnotateKernels
   259  2234851585  END        2132  AnnotateKernels
   259  2234851586  BEG         439  VerifyKernels
   259  2234852025  END         439  VerifyKernels
   259  2234852025  BEG        3752  LowerSemanticCF
   259  2234855778  END        3752  LowerSemanticCF
   259  2234855779  BEG       44677  CheckLifetimes
   259  2234857269  BEG          10  (A) SymbolTableAnalysis
   259  2234857280  END          10  (A) SymbolTableAnalysis
   259  2234900457  END       44677  CheckLifetimes
   259  2235853572  BEG        2068  AnnotateKernels
   259  2235855641  END        2068  AnnotateKernels
   259  2235855641  BEG         421  VerifyKernels
   259  2235856062  END         421  VerifyKernels
   259  2235856063  BEG        3758  LowerSemanticCF
   259  2235859821  END        3758  LowerSemanticCF
   259  2235859823  BEG       44665  CheckLifetimes
   259  2235861284  BEG          10  (A) SymbolTableAnalysis
   259  2235861295  END          10  (A) SymbolTableAnalysis
   259  2235904488  END       44665  CheckLifetimes
   259  2236760552  BEG        2171  AnnotateKernels
   259  2236762724  END        2171  AnnotateKernels
   259  2236762724  BEG         445  VerifyKernels
   259  2236763170  END         445  VerifyKernels
   259  2236763170  BEG        3779  LowerSemanticCF
   259  2236766950  END        3779  LowerSemanticCF
   259  2236766952  BEG       44128  CheckLifetimes
   259  2236768433  BEG          10  (A) SymbolTableAnalysis
   259  2236768443  END          10  (A) SymbolTableAnalysis
   259  2236811080  END       44128  CheckLifetimes
   259  2237696767  BEG        2492  AnnotateKernels
   259  2237699260  END        2492  AnnotateKernels
   259  2237699263  BEG         506  VerifyKernels
   259  2237699770  END         506  VerifyKernels
   259  2237699770  BEG        3731  LowerSemanticCF
   259  2237703502  END        3731  LowerSemanticCF
   259  2237703503  BEG       44369  CheckLifetimes
   259  2237705012  BEG          10  (A) SymbolTableAnalysis
   259  2237705023  END          10  (A) SymbolTableAnalysis
   259  2237747872  END       44369  CheckLifetimes
   259  2238768608  BEG        2127  AnnotateKernels
   259  2238770735  END        2127  AnnotateKernels
   259  2238770736  BEG         439  VerifyKernels
   259  2238771175  END         439  VerifyKernels
   259  2238771175  BEG        3759  LowerSemanticCF
   259  2238774935  END        3759  LowerSemanticCF
   259  2238774936  BEG       43885  CheckLifetimes
   259  2238776404  BEG          10  (A) SymbolTableAnalysis
   259  2238776414  END          10  (A) SymbolTableAnalysis
   259  2238818822  END       43885  CheckLifetimes
   259  2239712721  BEG        3252  AnnotateKernels
   259  2239715974  END        3252  AnnotateKernels
   259  2239715979  BEG         863  VerifyKernels
   259  2239716843  END         863  VerifyKernels
   259  2239716846  BEG        4311  LowerSemanticCF
   259  2239721157  END        4311  LowerSemanticCF
   259  2239721159  BEG      104060  CheckLifetimes
   259  2239722732  BEG          12  (A) SymbolTableAnalysis
   259  2239722745  END          12  (A) SymbolTableAnalysis
   259  2239825219  END      104060  CheckLifetimes
   259  2244936530  BEG        2210  AnnotateKernels
   259  2244938741  END        2210  AnnotateKernels
   259  2244938742  BEG         459  VerifyKernels
   259  2244939201  END         459  VerifyKernels
   259  2244939201  BEG        3759  LowerSemanticCF
   259  2244942961  END        3759  LowerSemanticCF
   259  2244942962  BEG       43378  CheckLifetimes
   259  2244944475  BEG          10  (A) SymbolTableAnalysis
   259  2244944485  END          10  (A) SymbolTableAnalysis
   259  2244986340  END       43378  CheckLifetimes
   259  2246098171  BEG        2349  AnnotateKernels
   259  2246100521  END        2349  AnnotateKernels
   259  2246100524  BEG         760  VerifyKernels
   259  2246101284  END         760  VerifyKernels
   259  2246101286  BEG        3883  LowerSemanticCF
   259  2246105169  END        3883  LowerSemanticCF
   259  2246105170  BEG       44338  CheckLifetimes
   259  2246106670  BEG          19  (A) SymbolTableAnalysis
   259  2246106690  END          19  (A) SymbolTableAnalysis
   259  2246149508  END       44338  CheckLifetimes
   259  2246999904  BEG        2056  AnnotateKernels
   259  2247001961  END        2056  AnnotateKernels
   259  2247001961  BEG         413  VerifyKernels
   259  2247002375  END         413  VerifyKernels
   259  2247002375  BEG        3746  LowerSemanticCF
   259  2247006122  END        3746  LowerSemanticCF
   259  2247006123  BEG       45277  CheckLifetimes
   259  2247007607  BEG          10  (A) SymbolTableAnalysis
   259  2247007617  END          10  (A) SymbolTableAnalysis
   259  2247051400  END       45277  CheckLifetimes
   259  2250586313  BEG        2074  AnnotateKernels
   259  2250588387  END        2074  AnnotateKernels
   259  2250588388  BEG         424  VerifyKernels
   259  2250588812  END         424  VerifyKernels
   259  2250588813  BEG        3679  LowerSemanticCF
   259  2250592492  END        3679  LowerSemanticCF
   259  2250592493  BEG       44319  CheckLifetimes
   259  2250593983  BEG          10  (A) SymbolTableAnalysis
   259  2250593994  END          10  (A) SymbolTableAnalysis
   259  2250636813  END       44319  CheckLifetimes
   259  2251545754  BEG        2269  AnnotateKernels
   259  2251548024  END        2269  AnnotateKernels
   259  2251548027  BEG         460  VerifyKernels
   259  2251548487  END         460  VerifyKernels
   259  2251548488  BEG        3805  LowerSemanticCF
   259  2251552294  END        3805  LowerSemanticCF
   259  2251552294  BEG       44431  CheckLifetimes
   259  2251553823  BEG          11  (A) SymbolTableAnalysis
   259  2251553834  END          11  (A) SymbolTableAnalysis
   259  2251596726  END       44431  CheckLifetimes
   259  2252447570  BEG        2222  AnnotateKernels
   259  2252449793  END        2222  AnnotateKernels
   259  2252449795  BEG         439  VerifyKernels
   259  2252450234  END         439  VerifyKernels
   259  2252450234  BEG        3793  LowerSemanticCF
   259  2252454028  END        3793  LowerSemanticCF
   259  2252454028  BEG       45000  CheckLifetimes
   259  2252455530  BEG          10  (A) SymbolTableAnalysis
   259  2252455540  END          10  (A) SymbolTableAnalysis
   259  2252499029  END       45000  CheckLifetimes
   259  2257576849  BEG        2638  AnnotateKernels
   259  2257579488  END        2638  AnnotateKernels
   259  2257579489  BEG         497  VerifyKernels
   259  2257579986  END         497  VerifyKernels
   259  2257579986  BEG        4544  LowerSemanticCF
   259  2257584530  END        4544  LowerSemanticCF
   259  2257584533  BEG       45091  CheckLifetimes
   259  2257586079  BEG          11  (A) SymbolTableAnalysis
   259  2257586091  END          11  (A) SymbolTableAnalysis
   259  2257629625  END       45091  CheckLifetimes
   259  2259233771  BEG        2035  AnnotateKernels
   259  2259235807  END        2035  AnnotateKernels
   259  2259235807  BEG         424  VerifyKernels
   259  2259236232  END         424  VerifyKernels
   259  2259236232  BEG        3789  LowerSemanticCF
   259  2259240022  END        3789  LowerSemanticCF
   259  2259240023  BEG       45896  CheckLifetimes
   259  2259241538  BEG          10  (A) SymbolTableAnalysis
   259  2259241549  END          10  (A) SymbolTableAnalysis
   259  2259285920  END       45896  CheckLifetimes
   259  2267581233  BEG        2256  AnnotateKernels
   259  2267583490  END        2256  AnnotateKernels
   259  2267583491  BEG         452  VerifyKernels
   259  2267583944  END         452  VerifyKernels
   259  2267583944  BEG        3751  LowerSemanticCF
   259  2267587695  END        3751  LowerSemanticCF
   259  2267587697  BEG       44589  CheckLifetimes
   259  2267589213  BEG          10  (A) SymbolTableAnalysis
   259  2267589224  END          10  (A) SymbolTableAnalysis
   259  2267632286  END       44589  CheckLifetimes
   259  2269060868  BEG        2172  AnnotateKernels
   259  2269063041  END        2172  AnnotateKernels
   259  2269063041  BEG         442  VerifyKernels
   259  2269063484  END         442  VerifyKernels
   259  2269063484  BEG        3702  LowerSemanticCF
   259  2269067186  END        3702  LowerSemanticCF
   259  2269067188  BEG       43596  CheckLifetimes
   259  2269068661  BEG          11  (A) SymbolTableAnalysis
   259  2269068672  END          11  (A) SymbolTableAnalysis
   259  2269110784  END       43596  CheckLifetimes
   259  2270253768  BEG        2065  AnnotateKernels
   259  2270255833  END        2065  AnnotateKernels
   259  2270255833  BEG         421  VerifyKernels
   259  2270256254  END         421  VerifyKernels
   259  2270256254  BEG        3728  LowerSemanticCF
   259  2270259983  END        3728  LowerSemanticCF
   259  2270259985  BEG       44864  CheckLifetimes
   259  2270261422  BEG          10  (A) SymbolTableAnalysis
   259  2270261432  END          10  (A) SymbolTableAnalysis
   259  2270304849  END       44864  CheckLifetimes
   259  2277970428  BEG        2057  AnnotateKernels
   259  2277972486  END        2057  AnnotateKernels
   259  2277972486  BEG         426  VerifyKernels
   259  2277972913  END         426  VerifyKernels
   259  2277972914  BEG        3731  LowerSemanticCF
   259  2277976645  END        3731  LowerSemanticCF
   259  2277976646  BEG       45012  CheckLifetimes
   259  2277978082  BEG          10  (A) SymbolTableAnalysis
   259  2277978092  END          10  (A) SymbolTableAnalysis
   259  2278021659  END       45012  CheckLifetimes
   259  2278942163  BEG        2236  AnnotateKernels
   259  2278944400  END        2236  AnnotateKernels
   259  2278944400  BEG         437  VerifyKernels
   259  2278944838  END         437  VerifyKernels
   259  2278944838  BEG        3878  LowerSemanticCF
   259  2278948717  END        3878  LowerSemanticCF
   259  2278948719  BEG       45209  CheckLifetimes
   259  2278950393  BEG          12  (A) SymbolTableAnalysis
   259  2278950405  END          12  (A) SymbolTableAnalysis
   259  2278993929  END       45209  CheckLifetimes
   259  2280163141  BEG        2253  AnnotateKernels
   259  2280165395  END        2253  AnnotateKernels
   259  2280165397  BEG         427  VerifyKernels
   259  2280165824  END         427  VerifyKernels
   259  2280165825  BEG        3688  LowerSemanticCF
   259  2280169514  END        3688  LowerSemanticCF
   259  2280169514  BEG       45635  CheckLifetimes
   259  2280170998  BEG          10  (A) SymbolTableAnalysis
   259  2280171009  END          10  (A) SymbolTableAnalysis
   259  2280215150  END       45635  CheckLifetimes
   259  2281155115  BEG        3151  AnnotateKernels
   259  2281158266  END        3151  AnnotateKernels
   259  2281158269  BEG         625  VerifyKernels
   259  2281158894  END         625  VerifyKernels
   259  2281158895  BEG        4973  LowerSemanticCF
   259  2281163869  END        4973  LowerSemanticCF
   259  2281163870  BEG       63906  CheckLifetimes
   259  2281166121  BEG          15  (A) SymbolTableAnalysis
   259  2281166137  END          15  (A) SymbolTableAnalysis
   259  2281227777  END       63906  CheckLifetimes
   259  2282192672  BEG        2186  AnnotateKernels
   259  2282194858  END        2186  AnnotateKernels
   259  2282194859  BEG         442  VerifyKernels
   259  2282195301  END         442  VerifyKernels
   259  2282195302  BEG        3872  LowerSemanticCF
   259  2282199174  END        3872  LowerSemanticCF
   259  2282199176  BEG       49624  CheckLifetimes
   259  2282200889  BEG          11  (A) SymbolTableAnalysis
   259  2282200900  END          11  (A) SymbolTableAnalysis
   259  2282248801  END       49624  CheckLifetimes
   259  2286932426  BEG        2306  AnnotateKernels
   259  2286934732  END        2306  AnnotateKernels
   259  2286934733  BEG         485  VerifyKernels
   259  2286935218  END         485  VerifyKernels
   259  2286935219  BEG        4267  LowerSemanticCF
   259  2286939486  END        4267  LowerSemanticCF
   259  2286939489  BEG       54240  CheckLifetimes
   259  2286941150  BEG          11  (A) SymbolTableAnalysis
   259  2286941161  END          11  (A) SymbolTableAnalysis
   259  2286993729  END       54240  CheckLifetimes
   259  2288738400  BEG        2336  AnnotateKernels
   259  2288740737  END        2336  AnnotateKernels
   259  2288740738  BEG         494  VerifyKernels
   259  2288741232  END         494  VerifyKernels
   259  2288741232  BEG        4190  LowerSemanticCF
   259  2288745422  END        4190  LowerSemanticCF
   259  2288745424  BEG       54506  CheckLifetimes
   259  2288747053  BEG          11  (A) SymbolTableAnalysis
   259  2288747065  END          11  (A) SymbolTableAnalysis
   259  2288799930  END       54506  CheckLifetimes
   259  2314961610  BEG        2283  AnnotateKernels
   259  2314963893  END        2283  AnnotateKernels
   259  2314963894  BEG         480  VerifyKernels
   259  2314964375  END         480  VerifyKernels
   259  2314964375  BEG        4197  LowerSemanticCF
   259  2314968573  END        4197  LowerSemanticCF
   259  2314968574  BEG       54646  CheckLifetimes
   259  2314970138  BEG          10  (A) SymbolTableAnalysis
   259  2314970149  END          10  (A) SymbolTableAnalysis
   259  2315023221  END       54646  CheckLifetimes
   259  2320510857  BEG        2452  AnnotateKernels
   259  2320513309  END        2452  AnnotateKernels
   259  2320513310  BEG         483  VerifyKernels
   259  2320513793  END         483  VerifyKernels
   259  2320513794  BEG        4325  LowerSemanticCF
   259  2320518119  END        4325  LowerSemanticCF
   259  2320518120  BEG       55978  CheckLifetimes
   259  2320519706  BEG          11  (A) SymbolTableAnalysis
   259  2320519717  END          11  (A) SymbolTableAnalysis
   259  2320574098  END       55978  CheckLifetimes
   259  2321577385  BEG        2271  AnnotateKernels
   259  2321579657  END        2271  AnnotateKernels
   259  2321579657  BEG         463  VerifyKernels
   259  2321580121  END         463  VerifyKernels
   259  2321580121  BEG        4204  LowerSemanticCF
   259  2321584326  END        4204  LowerSemanticCF
   259  2321584327  BEG      113303  CheckLifetimes
   259  2321585895  BEG          10  (A) SymbolTableAnalysis
   259  2321585905  END          10  (A) SymbolTableAnalysis
   259  2321697631  END      113303  CheckLifetimes
   259  2368967566  BEG        2695  AnnotateKernels
   259  2368970261  END        2695  AnnotateKernels
   259  2368970263  BEG         532  VerifyKernels
   259  2368970796  END         532  VerifyKernels
   259  2368970796  BEG        4824  LowerSemanticCF
   259  2368975621  END        4824  LowerSemanticCF
   259  2368975636  BEG       55882  CheckLifetimes
   259  2368977395  BEG          12  (A) SymbolTableAnalysis
   259  2368977408  END          12  (A) SymbolTableAnalysis
   259  2369031518  END       55882  CheckLifetimes
   259  2370070225  BEG        2273  AnnotateKernels
   259  2370072498  END        2273  AnnotateKernels
   259  2370072499  BEG         467  VerifyKernels
   259  2370072966  END         467  VerifyKernels
   259  2370072978  BEG        4245  LowerSemanticCF
   259  2370077224  END        4245  LowerSemanticCF
   259  2370077225  BEG       54076  CheckLifetimes
   259  2370078805  BEG          10  (A) SymbolTableAnalysis
   259  2370078816  END          10  (A) SymbolTableAnalysis
   259  2370131302  END       54076  CheckLifetimes
   259  2371419111  BEG        2320  AnnotateKernels
   259  2371421432  END        2320  AnnotateKernels
   259  2371421433  BEG         489  VerifyKernels
   259  2371421922  END         489  VerifyKernels
   259  2371421923  BEG        4340  LowerSemanticCF
   259  2371426263  END        4340  LowerSemanticCF
   259  2371426265  BEG       55518  CheckLifetimes
   259  2371427880  BEG          11  (A) SymbolTableAnalysis
   259  2371427892  END          11  (A) SymbolTableAnalysis
   259  2371481783  END       55518  CheckLifetimes
   259  2372515254  BEG        2394  AnnotateKernels
   259  2372517648  END        2394  AnnotateKernels
   259  2372517648  BEG         491  VerifyKernels
   259  2372518140  END         491  VerifyKernels
   259  2372518140  BEG        4269  LowerSemanticCF
   259  2372522409  END        4269  LowerSemanticCF
   259  2372522411  BEG       53793  CheckLifetimes
   259  2372524043  BEG          10  (A) SymbolTableAnalysis
   259  2372524054  END          10  (A) SymbolTableAnalysis
   259  2372576204  END       53793  CheckLifetimes
   259  2373576470  BEG        2255  AnnotateKernels
   259  2373578726  END        2255  AnnotateKernels
   259  2373578726  BEG         446  VerifyKernels
   259  2373579173  END         446  VerifyKernels
   259  2373579173  BEG        4206  LowerSemanticCF
   259  2373583380  END        4206  LowerSemanticCF
   259  2373583381  BEG       53673  CheckLifetimes
   259  2373584952  BEG          11  (A) SymbolTableAnalysis
   259  2373584963  END          11  (A) SymbolTableAnalysis
   259  2373637054  END       53673  CheckLifetimes
   259  2374706594  BEG        2379  AnnotateKernels
   259  2374708974  END        2379  AnnotateKernels
   259  2374708975  BEG         486  VerifyKernels
   259  2374709461  END         486  VerifyKernels
   259  2374709461  BEG        4124  LowerSemanticCF
   259  2374713586  END        4124  LowerSemanticCF
   259  2374713588  BEG       54036  CheckLifetimes
   259  2374715237  BEG          12  (A) SymbolTableAnalysis
   259  2374715250  END          12  (A) SymbolTableAnalysis
   259  2374767624  END       54036  CheckLifetimes
   259  2376774770  BEG        2283  AnnotateKernels
   259  2376777054  END        2283  AnnotateKernels
   259  2376777055  BEG         463  VerifyKernels
   259  2376777518  END         463  VerifyKernels
   259  2376777518  BEG        4297  LowerSemanticCF
   259  2376781816  END        4297  LowerSemanticCF
   259  2376781818  BEG       54878  CheckLifetimes
   259  2376783527  BEG          11  (A) SymbolTableAnalysis
   259  2376783539  END          11  (A) SymbolTableAnalysis
   259  2376836696  END       54878  CheckLifetimes
   259  2382911879  BEG        2422  AnnotateKernels
   259  2382914301  END        2422  AnnotateKernels
   259  2382914302  BEG         552  VerifyKernels
   259  2382914854  END         552  VerifyKernels
   259  2382914856  BEG        4128  LowerSemanticCF
   259  2382918985  END        4128  LowerSemanticCF
   259  2382918986  BEG       53617  CheckLifetimes
   259  2382920576  BEG          11  (A) SymbolTableAnalysis
   259  2382920587  END          11  (A) SymbolTableAnalysis
   259  2382972604  END       53617  CheckLifetimes
   259  2393382778  BEG        2882  AnnotateKernels
   259  2393385661  END        2882  AnnotateKernels
   259  2393385664  BEG         518  VerifyKernels
   259  2393386182  END         518  VerifyKernels
   259  2393386183  BEG        4342  LowerSemanticCF
   259  2393390525  END        4342  LowerSemanticCF
   259  2393390526  BEG       54909  CheckLifetimes
   259  2393392234  BEG          10  (A) SymbolTableAnalysis
   259  2393392245  END          10  (A) SymbolTableAnalysis
   259  2393445435  END       54909  CheckLifetimes
   259  2419104369  BEG        2468  AnnotateKernels
   259  2419106837  END        2468  AnnotateKernels
   259  2419106838  BEG         517  VerifyKernels
   259  2419107356  END         517  VerifyKernels
   259  2419107356  BEG        4264  LowerSemanticCF
   259  2419111620  END        4264  LowerSemanticCF
   259  2419111622  BEG       54441  CheckLifetimes
   259  2419113274  BEG          10  (A) SymbolTableAnalysis
   259  2419113285  END          10  (A) SymbolTableAnalysis
   259  2419166064  END       54441  CheckLifetimes
   259  2427046507  BEG        2320  AnnotateKernels
   259  2427048828  END        2320  AnnotateKernels
   259  2427048830  BEG         452  VerifyKernels
   259  2427049282  END         452  VerifyKernels
   259  2427049283  BEG        4158  LowerSemanticCF
   259  2427053441  END        4158  LowerSemanticCF
   259  2427053443  BEG       55136  CheckLifetimes
   259  2427055188  BEG          12  (A) SymbolTableAnalysis
   259  2427055200  END          12  (A) SymbolTableAnalysis
   259  2427108580  END       55136  CheckLifetimes
   259  2428146029  BEG        2256  AnnotateKernels
   259  2428148285  END        2256  AnnotateKernels
   259  2428148286  BEG         483  VerifyKernels
   259  2428148770  END         483  VerifyKernels
   259  2428148770  BEG        4352  LowerSemanticCF
   259  2428153122  END        4352  LowerSemanticCF
   259  2428153124  BEG       54448  CheckLifetimes
   259  2428154756  BEG          12  (A) SymbolTableAnalysis
   259  2428154768  END          12  (A) SymbolTableAnalysis
   259  2428207573  END       54448  CheckLifetimes
   259  2452678930  BEG        2984  AnnotateKernels
   259  2452681914  END        2984  AnnotateKernels
   259  2452681916  BEG         540  VerifyKernels
   259  2452682456  END         540  VerifyKernels
   259  2452682457  BEG        4401  LowerSemanticCF
   259  2452686858  END        4401  LowerSemanticCF
   259  2452686860  BEG       53588  CheckLifetimes
   259  2452688546  BEG          12  (A) SymbolTableAnalysis
   259  2452688558  END          12  (A) SymbolTableAnalysis
   259  2452740448  END       53588  CheckLifetimes
   259  2457622042  BEG        2415  AnnotateKernels
   259  2457624457  END        2415  AnnotateKernels
   259  2457624458  BEG         468  VerifyKernels
   259  2457624926  END         468  VerifyKernels
   259  2457624926  BEG        4247  LowerSemanticCF
   259  2457629174  END        4247  LowerSemanticCF
   259  2457629176  BEG       56268  CheckLifetimes
   259  2457630746  BEG          10  (A) SymbolTableAnalysis
   259  2457630756  END          10  (A) SymbolTableAnalysis
   259  2457685444  END       56268  CheckLifetimes
   259  2458835837  BEG        2976  AnnotateKernels
   259  2458838814  END        2976  AnnotateKernels
   259  2458838817  BEG         492  VerifyKernels
   259  2458839309  END         492  VerifyKernels
   259  2458839310  BEG        4883  LowerSemanticCF
   259  2458844193  END        4883  LowerSemanticCF
   259  2458844196  BEG       60048  CheckLifetimes
   259  2458845867  BEG          11  (A) SymbolTableAnalysis
   259  2458845878  END          11  (A) SymbolTableAnalysis
   259  2458904244  END       60048  CheckLifetimes
   259  2468854597  BEG        2466  AnnotateKernels
   259  2468857063  END        2466  AnnotateKernels
   259  2468857064  BEG         534  VerifyKernels
   259  2468857598  END         534  VerifyKernels
   259  2468857598  BEG        4320  LowerSemanticCF
   259  2468861919  END        4320  LowerSemanticCF
   259  2468861920  BEG       55327  CheckLifetimes
   259  2468863536  BEG          10  (A) SymbolTableAnalysis
   259  2468863547  END          10  (A) SymbolTableAnalysis
   259  2468917247  END       55327  CheckLifetimes
   259  2473648527  BEG        2472  AnnotateKernels
   259  2473650999  END        2472  AnnotateKernels
   259  2473651000  BEG         503  VerifyKernels
   259  2473651504  END         503  VerifyKernels
   259  2473651504  BEG        4477  LowerSemanticCF
